20190829112500003217|1920616|4260119034|3160058853|998461|(주)광진통신_충남1군|042-487-8577|SK TNS|박찬우|010-9187-0832|20190829|1||세종 장군면 금암리 421-3번지|N|장암기지국|INS
20190829112500003218|1920616|4260119034|3160058853|998461|(주)광진통신_충남1군|042-487-8577|SK TNS|박찬우|010-9187-0832|20190829|1||충남 공주시 계룡면 봉명리 179-2번지|N|갑사기지국|INS
20190829112500003219|1920616|4260119034|3160058853|998461|(주)광진통신_충남1군|042-487-8577|SK TNS|박찬우|010-9187-0832|20190829|1||세종 전동면 심중리 506-1번지|N|노장기지국|INS
20190829112500003220|1920617|4260119034|3160058853|998462|(주)광진통신_충남1군|042-487-8577|SK TNS|박찬우|010-9187-0832|20190829|1||충남 공주시 계룡면 봉명리 179-2번지|N|갑사기지국|INS
20190829112500003221|1920617|4260119034|3160058853|998462|(주)광진통신_충남1군|042-487-8577|SK TNS|박찬우|010-9187-0832|20190829|1||세종 전동면 심중리 506-1번지|N|노장기지국|INS
20190829112500003222|1920617|4260119034|3160058853|998462|(주)광진통신_충남1군|042-487-8577|SK TNS|박찬우|010-9187-0832|20190829|1||세종 장군면 금암리 421-3번지|N|장암기지국|INS
20190829113400003301|1921121|4260119029|3160058853|998447|(주)광진통신_충남1군|042-487-8577|SK TNS|박찬우|010-9187-0832|20190829|1||충남 공주시 정안면 석송리 산 8번지|N|석송기지국|INS
20190829113400003302|1921121|4260119029|3160058853|998447|블루엔이(주)_충북1군|043-269-0392|SK TNS|박찬우|010-9187-0832|20190829|1||충북 영동군 용산면 매금리 산 69-33번지|N|영동IC기지국|INS
20190829113400003303|1921121|4260119029|3160058853|998447|블루엔이(주)_충북1군|043-269-0392|SK TNS|박찬우|010-9187-0832|20190829|1||충북 옥천군 군서면 동평리 442번지|N|KTX동평기지국|INS
20190829113400003304|1921121|4260119029|3160058853|998447|(주)광진통신_충남1군|042-487-8577|SK TNS|박찬우|010-9187-0832|20190829|1||충남 금산군 추부면 마전리 496-36번지|N|추부기지국|INS
20190829113400003305|1921121|4260119029|3160058853|998447|대성네트웍(주)_충남1군|043-263-2730|SK TNS|박찬우|010-9187-0832|20190829|1||충남 서산시 해미면 읍내리 323-2번지|N|해미기지국|INS
20190829113400003306|1921121|4260119029|3160058853|998447|블루엔이(주)_충남1군|043-269-0392|SK TNS|박찬우|010-9187-0832|20190829|1||세종 부강면 부강리 산 36-1번지|N|부용기지국|INS
20190829113400003307|1921121|4260119029|3160058853|998447|(주)탑엔지니어링_충남1군|042-487-2780|SK TNS|박찬우|010-9187-0832|20190829|1||충남 천안시 동남구 성남면 신사리 350-6번지|N|천안성남기지국|INS
20190829113400003308|1921123|4260119029|3160058853|998449|(주)탑엔지니어링_충남1군|042-487-2780|SK TNS|박찬우|010-9187-0832|20190829|1||충남 논산시 양촌면 모촌리 산 39-4번지|N|양촌기지국|INS
20190829113400003309|1921123|4260119029|3160058853|998449|(주)탑엔지니어링_충남1군|042-487-2780|SK TNS|박찬우|010-9187-0832|20190829|1||충남 논산시 벌곡면 덕목리 231-5번지|N|벌곡기지국|INS
20190829113400003310|1921123|4260119029|3160058853|998449|(주)탑엔지니어링_충남1군|042-487-2780|SK TNS|박찬우|010-9187-0832|20190829|1||충남 논산시 강경읍 서창리 68-7번지|N|강경기지국|INS
20190829113400003311|1921123|4260119029|3160058853|998449|블루엔이(주)_충북1군|043-269-0392|SK TNS|박찬우|010-9187-0832|20190829|1||충북 영동군 용산면 금곡리 산 9-3번지|N|가곡리기지국|INS
